"WSEI_SAMPLE_ID","WSEI_LATITUDE","WSEI_LONGITUDE","WSEI_PRIMARY_CONTACT","WSEI_SECONDARY_CONTACT","WSEI_WATER_CLARITY","WSEI_SUSPENDED_PHYTOPLANKTON","WSEI_PERIPHYTON","WSEI_MACROPHYTE","WSEI_ODOR","WSEI_TRASH","WSEI_DISCHARGE_PIPE","WSEI_PRIMARY_VARIABLE","WSEI_CURRENT_WEATHER","WSEI_PREV_WEATHER","WSEI_EPIFAUNAL_COVER","WSEI_EMBEDDEDNESPOOLING","WSEI_VELOCITY_DEPTH_REGIME","WSEI_SEDIMENT_DEPOSITION","WSEI_FLOW_STATUS","WSEI_CHANNEL_ALTERATION","WSEI_RIFFLE_BEND_FREQUENCY","WSEI_LEFT_BANK_STABILITY","WSEI_RIGHT_BANK_STABILITY","WSEI_LEFT_BANK_VEG","WSEI_RIGHT_BANK_VEG","WSEI_LEFT_BANK_VEG_ZONE","WSEI_RIGHT_BANK_VEG_ZONE","WSEI_COLLECTION_DATE","WSEI_USER_NOTES"
"41.0208_-73.9474_20170728",41.0208,-73.9474,"c","b",1,0,8,0,0,1,0,"periphyton - slippery","sun","clouds","c","a","b","a","a","c","a","a","b","a","b","c","c","7/28/2017",""
"41.0292_-73.9257_20160804",41.0292,-73.9257,"c","c",3,0,4,5,4,1,0,"water clarity, periphyton, macrohytes, odor","sun","sun","c","b","c","a","a","b","b","a","a","c","c","c","c","8/4/2016",""
"41.0294_-73.9254_20140828",41.0294,-73.9254,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"c","b","a","b","a","b","a","a","a","b","b","c","c","8/28/2014",""
"41.0303_-73.9247_20160803",41.0303,-73.9247,"d","d",2,0,8,0,2,5,7,"trash, discharge pipes","sun","sun","b","b","a","b","b","b","b","b","b","b","b","c","c","8/3/2016",""
"41.0358_-73.9067_20180718",41.0358,-73.9067,"c","b",1,2,4,1,1,5,3,"water clarity, trash","sun","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/18/2018",""
"41.0362_-73.9091_20180724",41.0362,-73.9091,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/24/2018",""
"41.0446_-73.9451_20160810",41.0446,-73.9451,"e","e",9,1,6,0,9,2,9,"odor, trash, discharge pipes","rain","rain","c","b","b","c","b","c","b","c","c","c","c","c","c","8/10/2016",""
"41.0447_-73.9451_20170711",41.0447,-73.9451,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/11/2017",""
"41.0516_-73.9455_20150722",41.0516,-73.9455,"c","b",0,0,1,0,0,7,2,"","sun","rain","b","a","b","c","b","a","b","c","c","c","b","b","b","7/22/2015",""
"41.0519_-73.945_20170711",41.0519,-73.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/11/2017",""
"41.0587_-73.9917_20180709",41.0587,-73.9917,"b","b",0,0,2,0,0,5,0,"trash",NA,NA,"b","a","a","b","b","b","a","a","b","a","a","b","b","7/9/2018",""
"41.0589_-73.9919_20160804",41.0589,-73.9919,"d","d",1,0,2,0,4,6,3,"odor, trash, discharge pipes","sun","sun","b","b","a","a","a","b","a","b","b","b","b","b","b","8/4/2016","gas smell at stream entry point"
"41.0589_-73.992_20190729",41.0589,-73.992,"c","b",2,0,3,0,0,0,0,"periphyton","sun","sun","a","a","b","b","b","b","a","b","b","b","b","b","b","7/29/2019",""
"41.059_-73.9928_20170710",41.059,-73.9928,"e","d",1,0,0,3,0,3,3,"trash","sun","sun","a","a","a","b","b","b","a","b","b","b","b","c","c","7/10/2017","shallow"
"41.0599_-74.0236_20150722",41.0599,-74.0236,"e","d",NA,5,8,6,3,8,6,"periphyton, macrophytes, odor, trash, discharge pipes","sun","rain","c","b","c","c","b","c","c","c","c","c","c","c","c","7/22/2015",""
"41.0599_-74.0236_20160808",41.0599,-74.0236,"e","d",1,0,7,2,1,4,3,"discharge pipes",NA,NA,"c","b","c","b","b","c","c","c","b","c","c","c","c","8/8/2016",""
"41.0622_-73.9458_20160803",41.0622,-73.9458,"b","b",0,0,0,0,0,0,0,"",NA,NA,"b","a","b","a","b","b","a","a","a","b","b","b","b","8/3/2016",""
"41.0664_-74.0394_20170726",41.0664,-74.0394,"f","f",1,3,0,0,0,5,2,"trash","sun","clouds","b","a","b","a","b","b","b","c","b","b","b","b","b","7/26/2017",""
"41.0679_-74.0264_20170726",41.0679,-74.0264,"e","e",4,0,3,0,1,3,5,"discharges/pipes","sun","clouds","b","c","c","c","c","c","c","c","c","b","b","c","b","7/26/2017",""
"41.0681_-74.04_20180807",41.0681,-74.04,"c","b",1,0,2,0,0,6,0,"trash","sun","sun","b","b","a","a","b","a","a","b","b","b","b","b","b","8/7/2018",""
"41.0681_-74.04_20190708",41.0681,-74.04,"c","b",2,0,1,0,2,4,1,"trash","rain","clouds","b","c","a","c","b","c","a","b","c","c","a","c","a","7/8/2019",""
"41.0683_-74.0264_20180709",41.0683,-74.0264,"f","d",1,0,1,0,0,3,2,"trash, discharges/pipes,","sun","sun","b","a","a","b","b","b","a","b","a","a","a","b","b","7/9/2018",""
"41.0683_-74.0264_20190708",41.0683,-74.0264,"d","c",3,0,4,2,0,0,0,"periphyton","clouds","rain","b","a","b","a","a","b","b","b","b","a","a","c","b","7/8/2019",""
"41.0688_-73.9375_20160803",41.0688,-73.9375,"a","a",0,0,0,0,0,0,0,"","sun","clouds","a","a","b","a","b","a","a","a","a","a","b","a","b","8/3/2016","this area is thought natural now has a long history of human activity including a wwi army base."
"41.0688_-73.9375_20170718",41.0688,-73.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/18/2017",""
"41.0827_-74.0825_20160808",41.0827,-74.0825,"d","c",2,1,3,0,0,3,0,"trash, periphyton","sun","sun","b","b","b","b","b","b","a","b","b","c","c","b","b","8/8/2016",""
"41.0828_-74.0825_20150722",41.0828,-74.0825,"b","a",1,0,5,0,0,3,3,"","sun","rain","b","a","b","b","b","b","a","b","a","a","a","a","b","7/22/2015",""
"41.0864_-73.9627_20160804",41.0864,-73.9627,"e","e",5,1,0,6,3,4,0,"water clarity, macrophytes","sun","sun","b","c","c","b","b","b","c","b","b","b","b","b","c","8/4/2016",""
"41.0872_-74.0803_20190729",41.0872,-74.0803,"c","f",0,0,3,0,0,4,0,"periphyton, trash","sun","sun","a","b","b","b","b","b","a","b","b","b","b","b","b","7/29/2019",""
"41.0916_-74.0828_20180806",41.0916,-74.0828,"e","e",1,0,1,0,5,8,1,"trash","sun","sun","b","a","b","b","a","a","a","c","c","b","b","a","a","8/6/2018",""
"41.1145_-74.22_20160711",41.1145,-74.22,"b","a",2,0,4,3,1,3,0,"macrophytes, trash","sun","sun","b","b","a","a","a","a","a","a","b","a","a","b","a","7/11/2016",""
"41.118_-74.0438_20150729",41.118,-74.0438,"d","c",2,0,6,0,1,10,3,"trash, discharge pipes","sun","sun","b","a","b","b","b","b","b","a","a","c","c","a","a","7/29/2015",""
"41.118_-74.0438_20160725",41.118,-74.0438,"e","e",4,2,2,4,5,6,3,"odor, trash, discharge pipes","sun","sun","b","c","b","b","b","c","b","c","c","b","c","c","c","7/25/2016",""
"41.1181_-73.9445_20180730",41.1181,-73.9445,"c","c",1,0,7,0,5,0,1,"periphyton","clouds","sun","b","a","b","a","a","b","a","a","a","c","c","c","c","7/30/2018",""
"41.1181_-73.9445_20190729",41.1181,-73.9445,"b","a",0,0,0,1,0,0,1,"discarges/pipes","sun","sun","a","a","b","a","a","c","a","a","a","a","a","c","c","7/29/2019",""
"41.1182_-73.9446_20170703",41.1182,-73.9446,"e","e",0,0,0,0,0,2,1,"trash",NA,NA,"b","a","b","a","b","b","a","c","b","b","b","c","c","7/3/2017","shallow"
"41.1213_-73.8334_20120918",41.1213,-73.8334,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/18/2012",""
"41.1213_-73.8672_20120823",41.1213,-73.8672,NA,NA,2,0,0,0,1,4,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/23/2012","trash"
"41.1256_-73.4476_20170810",41.1256,-73.4476,"d","f",8,0,0,0,4,4,3,"water clarity, odor, trash","sun","sun","b","b","b","b","b",NA,"c","c","a","c","c","b","a","8/10/2017","3 culverts"
"41.1324_-73.8187_20120708",41.1324,-73.8187,NA,NA,0,7,7,5,0,0,4,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/8/2012",""
"41.1324_-73.8187_20120915",41.1324,-73.8187,NA,NA,0,7,7,5,0,0,4,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/15/2012",""
"41.1338_-73.5903_20160711",41.1338,-73.5903,"d","c",2,1,3,3,2,4,3,"trash, discharge pipes","sun","sun","c","b","b","b","b","c","b","b","b","c","b","b","c","7/11/2016",""
"41.1338_-73.9433_20170703",41.1338,-73.9433,"c","b",2,0,1,4,0,5,0,"trash","sun","sun","b","b","a","b","a","b","b","a","a","a","b","b","b","7/3/2017",""
"41.1339_-73.9433_20180730",41.1339,-73.9433,"c","c",2,0,8,0,7,4,0,"periphyton","clouds","sun","b","a","b","b","a","b","b","b","a","b","b","c","c","7/30/2018",""
"41.1339_-73.9433_20190729",41.1339,-73.9433,"b","a",4,2,2,2,0,1,3,"trash, discharge/pipes, water clarity","sun","sun","a","a","b","a","a","a","a","a","a","a","a","b","b","7/29/2019",""
"41.1349_-74.1634_20180919",41.1349,-74.1634,"d","c",5,5,5,NA,8,1,3,"odor, trash, dishcharges/pipes","sun","rain","a","a","a","a","a","a","a","a","a","a","a","a","a","9/19/2018",""
"41.135_-74.163_20160724",41.135,-74.163,"d","d",3,3,5,3,5,0,0,"odor, periphyton","sun","sun","a","a","b","a","a","b","a","a","a","a","a","a","a","7/24/2016",""
"41.1351_-74.1636_20190715",41.1351,-74.1636,"a","a",0,0,1,0,1,3,0,"trash","sun","sun","a","a","a","a","a","a","a","a","b","a","a","b","a","7/15/2019",""
"41.1352_-74.1632_20170817",41.1352,-74.1632,"b","a",7,3,2,NA,2,2,0,"trash","sun","sun","a","a","a","b","a","b","a","a","b","b","b","b","b","8/17/2017",""
"41.1442_-74.1149_20170808",41.1442,-74.1149,"c","b",2,0,2,0,0,1,0,"","sun","rain","a","a","a","b","a","b","a","b","b","b","a","b","a","8/8/2017",""
"41.1442_-74.1151_20180709",41.1442,-74.1151,"b","b",2,0,2,0,0,0,0,"","sun","sun","b","a","b","b","a","b","b","a","b","b","c","a","c","7/9/2018",""
"41.1446_-74.1151_20160811",41.1446,-74.1151,"c","c",1,1,6,2,0,0,2,"periphyton","sun","rain","a","a","b","b","a","b","b","a","b","a","b","a","c","8/11/2016",""
"41.1454_-73.9959_20180718",41.1454,-73.9959,"c","c",0,0,4,4,0,2,2,"trash, other","sun","rain","a","b","b","b","b","c","a","b","b","a","a","a","a","7/18/2018","shallow"
"41.1456_-73.8606_20140711",41.1456,-73.8606,"d","d",0,0,2,0,4,6,2,"odor, trash, discharge/pipes","sun","sun","b","b","b","b","a","b","b","b","b","b","b","c","c","7/11/2014",""
"41.1456_-73.9944_20190808",41.1456,-73.9944,NA,NA,1,0,3,0,0,5,0,"trash","sun","rain","b","a","b","c","b","a","a","b","a","b","b","a","a","8/8/2019",""
"41.146_-71.1144_20190909",41.146,-71.1144,"c","f",2,0,4,0,0,1,0,"other (low water levels)","clouds","sun","a","a","b","b","b","b","a","b","a","b","b","a","b","9/9/2019",""
"41.146_-73.996_20170828",41.146,-73.996,"b","a",1,1,4,0,0,2,0,"","sun","sun","a","a","b","b","a","a","a","b","a","b","b","a","a","8/28/2017","shallow"
"41.146_-74.1144_20160707",41.146,-74.1144,"c","b",2,1,3,2,2,2,0,"water clarity, macrophytes","sun","sun","b","a","b","b","b","b","a","a","b","a","b","a","b","7/7/2016",""
"41.1467_-73.9979_20150708",41.1467,-73.9979,"c","b",0,0,3,0,0,2,1,"","clouds","rain","b","a","c","c","b","b","b","a","a","a","a","a","a","7/8/2015",""
"41.1467_-74.1116_20150701",41.1467,-74.1116,"b","a",1,0,2,0,0,1,0,"periphyton","sun","rain","b","a","a","b","a","a","a","a","b","a","b","a","b","7/1/2015",""
"41.1468_-73.9978_20160716",41.1468,-73.9978,"c","c",2,0,0,5,0,6,10,"macrophytes, trash, discharge pipes","sun","sun","b","b","b","a","a","b","b","b","b","b","b","b","a","7/16/2016",""
"41.1503_-74.0964_20160707",41.1503,-74.0964,"d","d",4,3,6,2,2,1,3,"water clarity, periphyton, macrophytes","sun","sun","a","a","b","a","c","b","c","b","c","c","a","c","a","7/7/2016",""
"41.1504_-74.0956_20150715",41.1504,-74.0956,"c","b",0,0,6,0,2,5,2,"periphyton, trash, discharge pipes","clouds","rain","b","a","b","a","b","b","a","a","b","c","a","c","a","7/15/2015",""
"41.151_-74.197_20130808",41.151,-74.197,"c","b",1,0,5,1,0,3,2,"periphyton, trash, discharges/pipes","clouds","rain","b","b","b","b","b","b","b","b","b","a","a","b","c","8/8/2013",""
"41.1547_-74.196_20170726",41.1547,-74.196,"c","f",0,1,1,1,0,0,0,"","sun","clouds","c","a","a","a","a","c","a","b","a","c","c","c","c","7/26/2017","in residential area, stream has been a ?hood crip?"
"41.1548_-74.1961_20190715",41.1548,-74.1961,"a","a",0,0,1,1,0,0,0,"macrophytes","sun","sun","a","a","b","b","a","c","b","a","b","b","a","c","c","7/15/2019",""
"41.1548_-74.1964_20160718",41.1548,-74.1964,"d","c",0,0,0,6,1,1,0,"macrophytes","sun","sun","c","c","b","a","a","c","c","a","a","c","c","c","c","7/18/2016",""
"41.1549_-74.1959_20150715",41.1549,-74.1959,"b","b",3,0,4,3,0,1,2,"","clouds","sun","b","a","b","a","a","c","a","b","b","a","a","c","a","7/15/2015",""
"41.1578_-73.9668_20170921",41.1578,-73.9668,NA,NA,8,3,9,0,4,5,0,"water clarity, periphyton, trash","clouds","clouds","a",NA,"b","c","b","a","b","b","b","a","a","b","b","9/21/2017","lots of bushes and grass"
"41.1618_-74.1887_20160718",41.1618,-74.1887,"b","b",2,0,0,1,0,2,0,"by a road","sun","sun","b","b","b","a","b","b","a","b","b","b","b","b","a","7/18/2016",""
"41.1619_-74.1884_20150715",41.1619,-74.1884,NA,NA,0,0,5,0,0,3,0,"",NA,NA,"b","a","b","b","a","b","a","a","a","c","a","c","a","7/15/2015",""
"41.1621_-74.1887_20130808",41.1621,-74.1887,"e","b",2,0,7,0,4,5,0,"periphyton, trash","clouds","rain","b","b","b","b","b","b","a","b","b","a","a","b","b","8/8/2013","phosphates were 1.55 mg/l"
"41.1624_-74.0082_20170717",41.1624,-74.0082,"c","b",1,1,4,1,0,1,0,"","sun","sun","b","a","a","b","b","b","b","c","b","c","c","b","b","7/17/2017","neighborhood runoff"
"41.1628_-74.0051_20160808",41.1628,-74.0051,"d","c",1,0,1,0,0,2,2,"discharge pipes","sun","sun","a","b","b","b","b","b","b","c","b","b","b","b","c","8/8/2016",""
"41.1632_-74.0086_20160808",41.1632,-74.0086,"e","e",1,0,2,2,0,0,0,"trash, discharge pipes",NA,NA,"a","a","a","b","b","a","a","b","b","b","b","a","a","8/8/2016",""
"41.1639_-74.006_20170717",41.1639,-74.006,"c","c",2,0,2,2,0,3,0,"trash","clouds","sun","b","a","a","a","b","a","a","c","c","b","b","a","a","7/17/2017","shallow"
"41.164_-74.006_20160725",41.164,-74.006,"a","a",1,0,2,2,0,0,0,"","sun","sun","a","a","a","b","a","a","a","a","b","a","a","a","a","7/25/2016",""
"41.1644_-73.8621_20140709",41.1644,-73.8621,"e","e",0,0,0,0,5,6,2,"trash, discharge pipes","clouds","rain","c","c","b","a","b","c","a","a","a","a","a","b","a","7/9/2014",""
"41.1649_-74.0077_20170717",41.1649,-74.0077,"f","f",1,1,1,4,3,0,1,"discharges/pipes","clouds","sun","a","a","b","b","a","c","b","a","a","c","b","c","c","7/17/2017",""
"41.1734_-74.0002_20150805",41.1734,-74.0002,"f","f",3,1,3,0,1,0,0,"","sun","sun","b","b","b","a","c","a","a","a","b","a","b","a","a","8/5/2015",""
"41.1735_-74.0002_20160725",41.1735,-74.0002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/25/2016",""
"41.1749_-74.0005_20190701",41.1749,-74.0005,"b","f",1,0,2,0,0,0,0,"periphyton","sun","clouds","a","a","a","b","a","b","a","b","b","b","b","a","b","7/1/2019",""
"41.175_-74.001_20180722",41.175,-74.001,NA,NA,5,0,1,1,2,4,0,"water clarity, trash","clouds","rain","a","a","b","a","a","a","a","b","b","a","a","a","a","7/22/2018",""
"41.1835_-74.0135_20150729",41.1835,-74.0135,"c","a",0,0,6,0,1,3,0,"","sun","sun","b","a","a","b","b","a","a","a","a","b","c","b","c","7/29/2015",""
"41.1852_-73.8686_20140709",41.1852,-73.8686,"e","e",0,0,0,0,0,5,3,"trash, discharge pipes","sun","sun","b","a","b","b","b","c","a","b","c","a","c","b","c","7/9/2014",""
"41.186_-74.012_20170811",41.186,-74.012,"a","a",1,NA,NA,NA,0,0,0,"","clouds","sun","a","a","a","b","a","b","a","b","b","b","b","b","b","8/11/2017",""
"41.1909_-73.8701_20140702",41.1909,-73.8701,"a","a",0,0,0,0,0,0,0,"","sun","sun","b","b","b","a","b","a","a","b","c","b","b","a","a","7/2/2014",""
"41.1925_-74.0417_20150708",41.1925,-74.0417,"d","c",4,0,8,0,3,5,2,"periphyton, odor, discharge pipes","rain","rain","b","b","b","a","a","b","b","a","b","a","b","a","c","7/8/2015",""
"41.196_-74.039_20190805",41.196,-74.039,"d","c",0,0,2,2,0,2,0,"trash","sun","rain","a","b","b","b","b","a","b",NA,"a",NA,"a",NA,"a","8/5/2019",""
"41.1962_-74.0389_20170710",41.1962,-74.0389,"c","c",1,0,2,4,0,6,0,"trash","clouds","sun","a","b","b","b","b","a","a","b","b","b","b","b","b","7/10/2017",""
"41.1963_-74.0394_20180819",41.1963,-74.0394,"b","b",0,0,4,8,5,6,0,"odor, trash, other","rain","rain","a","a","a","a","a","a","a","b","a","a","a","a","a","8/19/2018","foam in water up stream"
"41.2028_-73.9725_20180823",41.2028,-73.9725,"c","d",1,0,0,1,0,7,5,"trash, discharge/pipes, other","sun","rain","b","c","b","a","a","b","a","b","a","b","a","c","b","8/23/2018","low water level"
"41.203_-73.971_20190725",41.203,-73.971,"d","b",1,2,0,0,0,5,8,"trash","sun","sun","a","b","b","a","b","b","a","a","a","b","b","c","c","7/25/2019","discharge/pipes"
"41.2034_-73.9693_20170726",41.2034,-73.9693,"d","f",0,1,1,1,6,6,4,"odor/trash","sun","clouds","a","c","a","a","a","b","a","a","c","b","c","b","c","7/26/2017",""
"41.2043_-73.9668_20150805",41.2043,-73.9668,"e","c",2,7,8,2,1,3,2,"periphyton","sun","sun","c","b","b","a","a","b","a","a","a","b","b","c","a","8/5/2015",""
"41.2044_-73.9711_20160711",41.2044,-73.9711,"b","a",0,0,3,2,0,4,2,"trash","sun","sun","b","b","a","a","b","b","a","b","a","b","a","b","b","7/11/2016",""
"41.2077_-73.7261_20160720",41.2077,-73.7261,"d","c",2,3,3,3,1,3,3,"periphyton, trash, discharge/pipes","sun","sun","c","b","b","b","b","b","b","c","c","b","b","c","c","7/20/2016",""
"41.223_-74.3958_20120905",41.223,-74.3958,"a","b",0,0,0,0,0,2,0,"trash","sun","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/5/2012",""
"41.225_-73.9847_20170825",41.225,-73.9847,"b","a",0,0,3,0,0,2,0,"trash","sun","sun","b","a","b","b","a","b","b","a","a","a","a","c","a","8/25/2017",""
"41.2267_-73.9845_20190828",41.2267,-73.9845,"a","a",0,0,7,10,0,3,0,"trash","sun","sun","a","a","b","a","a","b","a",NA,"b",NA,"b",NA,"b","8/28/2019",""
"41.227_-73.9849_20150708",41.227,-73.9849,"a","a",0,0,7,3,0,4,2,"","rain","rain","b","a","a","a","a","b","a","c","a","b","c","a","c","7/8/2015",""
"41.227_-73.985_20180831",41.227,-73.985,"b","a",0,4,1,0,0,0,0,"other","clouds","clouds","b","a","a","a","a","b","b","a","a","a","b","a","c","8/31/2018","rocks slippery due to moderate algae"
"41.2504_-74.3841_20120927",41.2504,-74.3841,"c","c",4,0,0,0,0,5,0,"water clarity","rain","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/27/2012",""
"41.2522_-74.0561_20160804",41.2522,-74.0561,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/4/2016",""
"41.2524_-73.3329_20170715",41.2524,-73.3329,"e","d",0,0,3,0,0,0,0,"","sun","rain","b","b","c","c","b","a","b","b","b","b","b","c","c","7/15/2017",""
"41.2566_-73.5893_20120920",41.2566,-73.5893,"f","f",2,0,2,0,0,0,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/20/2012","periphyton"
"41.257_-74.0025_20170726",41.257,-74.0025,"f","f",2,2,6,0,1,0,0,"periphyton","sun","clouds","a","a","b","a","b","a","a","c","b","b","c","b","b","7/26/2017",""
"41.259_-73.5771_20120924",41.259,-73.5771,"f","a",1,0,2,NA,0,NA,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/24/2012","periphyton"
"41.259_-73.5771_20140929",41.259,-73.5771,"a","a",0,0,5,0,0,1,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/29/2014",""
"41.2603_-73.6019_20120927",41.2603,-73.6019,NA,NA,1,0,2,0,0,0,0,"","sun","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/27/2012","periphyton"
"41.2617_-73.8435_20160729",41.2617,-73.8435,NA,NA,2,9,4,9,1,0,0,"macrophytes","sun","rain","a","b","b","b","b","a","a","a","a","a","a","a","a","7/29/2016","excessive road sand"
"41.2623_-73.5965_20170928",41.2623,-73.5965,"a","a",0,0,4,0,0,1,0,"","sun","sun","a","a","a","b","b","a","a","b","b","b","b","a","a","9/28/2017",""
"41.2905_-73.3733_20170715",41.2905,-73.3733,NA,NA,0,0,3,0,0,0,0,"","sun","rain","a","a",NA,"a","a","a","a","b","a",NA,"a",NA,NA,"7/15/2017",""
"41.294_-74.4358_20130925",41.294,-74.4358,"b","a",2,0,5,0,0,2,0,"periphyton","sun","sun","b","b","a","b","a","b","a","a","b","a","c","b","b","9/25/2013","sediment"
"41.3001_-73.9874_20170918",41.3001,-73.9874,"a","a",1,1,1,0,0,0,0,"",NA,NA,"a","a","a","b","a","a","a","a","a","a","a","a","a","9/18/2017",""
"41.304_-73.3653_20170715",41.304,-73.3653,"e","b",2,0,4,0,0,1,0,"","sun","rain","b","b","c","c","b","b","b","a","a","a","a","b","b","7/15/2017",""
"41.315_-73.9309_20120917",41.315,-73.9309,"d","d",1,NA,0,0,0,0,NA,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/17/2012","very low water"
"41.3153_-73.9311_20120807",41.3153,-73.9311,"a","a",0,0,4,0,1,2,1,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/7/2012","periphyton, odor, trash"
"41.3153_-73.9311_20120925",41.3153,-73.9311,"a","f",0,1,0,0,0,0,NA,"","clouds","sun, rain, clouds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/25/2012","water clarity"
"41.3254_-73.7397_20120725",41.3254,-73.7397,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/25/2012","no user preception"
"41.3254_-73.7397_20120807",41.3254,-73.7397,"b","b",4,0,3,0,2,1,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/7/2012","water clarity, periphyton, odor, trash"
"41.3272_-73.5818_20120826",41.3272,-73.5818,"a","a",1,0,0,0,0,0,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/26/2012",""
"41.3272_-73.5818_20130717",41.3272,-73.5818,"a","a",0,0,0,0,0,0,0,"","sun","sun","b","a","a","a","a","a","a","b","b","a","a","b","a","7/17/2013",""
"41.3272_-73.5818_20140815",41.3272,-73.5818,NA,NA,0,0,0,0,0,0,0,"","sun","sun","a","a","a","b","b","a","a","b","b","a","a","b","a","8/15/2014",""
"41.3272_-73.5818_20150717",41.3272,-73.5818,"a","a",1,0,0,0,0,0,0,"","sun","sun","a","a","a","a","b","a","a","b","a","a","a","a","a","7/17/2015",""
"41.3503_-73.9131_20180729",41.3503,-73.9131,"b","c",4,2,5,1,0,0,2,"water clarity","sun","clouds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/29/2018",""
"41.378_-74.6782_20160711",41.378,-74.6782,NA,NA,0,0,5,0,0,5,0,"trash",NA,NA,"a","b","b","b","b","c","a","b","b","a","a","b","b","7/11/2016",""
"41.3847_-74.0134_20120820",41.3847,-74.0134,"b","b",1,0,4,8,0,0,0,"periphyton, macrophytes","sun","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/20/2012",""
"41.4014_-74.0925_20160720",41.4014,-74.0925,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"a","b","b","b","c","a","b","b","b","a","a","a","a","7/20/2016",""
"41.404_-74.027_20120729",41.404,-74.027,"f","f",0,0,2,0,0,0,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/29/2012",""
"41.4084_-73.5595_20160723",41.4084,-73.5595,"e","e",4,4,7,1,4,4,1,"phytoplankton, odor, trash","sun","sun","a","b","a","b","b","b","b","a","a","a","a","a","a","7/23/2016",""
"41.4086_-74.373_20130830",41.4086,-74.373,"a","a",0,5,0,0,1,5,0,"trash","sun","clouds","b","b","b","a","b","b","a","a","a","a","a","b","b","8/30/2013",""
"41.4094_-74.0733_20130922",41.4094,-74.0733,"a","a",0,0,0,0,0,0,0,"","sun","sun","c","b","b","b","a","a","a","a","a","a","a","b","b","9/22/2013",""
"41.413_-73.7489_20130905",41.413,-73.7489,"c","c",0,0,0,0,2,2,0,"","sun","clouds","a","a","b","b","b","a","a","b","b","b","a","b","a","9/5/2013","water somewhat shallow and not condusive to swimming or diving. turbid when disturbed 30-40 min to settle."
