"SITE_ID","LOCATION","RIVMILE","STATION","DESCRIPT","DIRECT","LATITUDE","LONGITUDE","COUNTY","FIPS_CODE","BASIN","NAME","HUC_8","WQ_STANDARD","DEC_REGION","PWL_ID","WIN","HABITAT_TYPE","SITE_CONDITION","DRAINAGE","NED10_Elevation"
1,"AFLY",0.9,"1","20 m above Rt. 35 bridge","Somers",41.2825,-73.72528,"Westchester",119,"13","Angle Fly Brook",2030101,"C(TS)",3,"1302-0086","H- 31-P44-15 thru 16a",NA,NA,NA,69.40685272
1847,"AGAW",3.2,"1","20m above Stevers Crossing Rd bridge","Claverack",42.23333,-73.63055,"Columbia",21,"13","Agawamuck Creek",2020006,"C(TS)",4,"1310-0060","H-204- 3",NA,NA,NA,162.1389465
42675129,"AIND",1.6,"1.6","At Route 96A bridge","Romulus",42.6985859,-76.8731403,"Seneca",99,"7","Indian Creek",4140201,"C(TS)",8,"0705-0075","Ont  66-12-P369- 14",NA,NA,NA,180.1068573
2305,"ALDC",0.1,"1","Near Fish Creek, 15m above Junction Road Bridge, 40m above E. Br. Fish Creek","Lewis",43.52778,-75.54916,"Lewis",49,"7","Alder Creek",4140202,"CT",6,"0703-0067","ONT-66-11-P26-24-14-29",NA,NA,NA,472.2607422
1875,"ALDE",0.7,"1","10m above Rte 3","Franklin",44.57167,-73.94384,"Franklin",33,"10","Alder Brook",2010006,"C(T)",5,"1003-0038","C- 15-22",NA,NA,NA,364.1180115
1753,"ALDR",2,"1","10m below Egypt Rd bridge","Boonville",43.42306,-75.23028,"Oneida",65,"8","Alder Creek",4150101,"CTS",6,"0801-0424","ONT-19-103",NA,NA,NA,363.3301086
1171,"ALEN",0.3,"1","Allen Creek Development; 50m below bridge","Penfield",43.13134,-77.50321,"Monroe",55,"3","Allen Creek",4140101,"BT",8,"0302-0022","ONT-18-P113-3-8",NA,NA,NA,83.33091736
2993,"ALEN",7.8,"0","just upstream of Brighton Henrietta","Henrietta",43.09546,-77.58853,"Monroe",55,"3","Allen Creek",4140101,"B",8,"0302-0022","ONT-18-P113-3-8",NA,NA,NA,150.4688263
12,"ALGY",9.4,"9","Rte. 17 bridge","Cold Spring",42.1,-78.86195,"Cattaraugus",9,"2","Allegheny River",5010001,"B",9,"0201-0023","PA-53",NA,NA,NA,400.8540039
11,"ALGY",20.3,"08A","200 m below Main Street bridge","Salamanca",42.15716,-78.71794,"Cattaraugus",9,"2","Allegheny River",5010001,"C",9,"0201-0023","PA-53",NA,NA,NA,414.3510132
10,"ALGY",21.1,"8","150 m above Rt. 417 bridge","Salamanca",42.15454,-78.70354,"Cattaraugus",9,"2","Allegheny River",5010001,"B",9,"0201-0023","PA-53",NA,NA,NA,414.4327698
9,"ALGY",28.6,"6","200 m below SR 219  bridge","Carrollton",42.08372,-78.6417,"Cattaraugus",9,"2","Allegheny River",5010001,"B",9,"0201-0024","PA-53",NA,NA,NA,416.8008118
8,"ALGY",33.1,"5","above bridge off South Nine Mile Rd","Allegany",42.09417,-78.57389,"Cattaraugus",9,"2","Allegheny River",5010001,"B",9,"0201-0024","PA-53",NA,NA,NA,424.3599854
7,"ALGY",37.4,"04A","south side of Allegheny Bridge","Allegany",42.09031,-78.50125,"Cattaraugus",9,"2","Allegheny River",5010001,"C",9,"0201-0025","PA-53",NA,NA,NA,425.4528198
6,"ALGY",42,"4","below Union St. (Rte 16) bridge, at boat launch","Olean",42.0701,-78.4312,"Cattaraugus",9,"2","Allegheny River",5010001,"C",9,"0201-0025","PA-53",NA,NA,NA,426.9548035
3,"ALGY",44.5,"2","above Haskell Creek - E. River Drive","Olean",42.06582,-78.39346,"Cattaraugus",9,"2","Allegheny River",5010001,"C",9,"0201-0009","PA-53",NA,NA,NA,426.5951843
2,"ALGY",49.5,"1","250 m below West River Rd. bridge","Portville",42.01625,-78.34212,"Cattaraugus",9,"2","Allegheny River",5010001,"C",9,"0201-0026","PA-53",NA,NA,NA,431.7566833
42674458,"ALLE",1.9,"T04","Hallahan Rd","Lawrence",44.79634,-74.71885,"St. Lawrence",89,"9","Allen Brook",4150306,"D",6,"0902-0100","SL(C)-32- 6- 3",NA,NA,NA,97.41384888
3043,"ALLE",6.6,"1","CR 55 Bridge","Lawrence",44.75774,-74.66948,"St. Lawrence",89,"9","Allen Brook",4150306,"D",6,"0902-0101","SLC-32-6-3-2",NA,NA,NA,142.5706024
13,"ALLN",0.1,"2","100m above confl w/Gooseberry Ck, below golf cours","Hunter",42.18889,-74.14917,"Greene",39,"12","Allen Brook",2020005,"CTS",4,"1202-0066","H-240-82-147b-1",NA,NA,NA,557.8530884
2333,"ALPL",0.2,"7","At Alplaus Ave bridge","Glenville",42.85472,-73.90334,"Schenectady",93,"12","Alplaus Kill",2020004,"B",4,"1201-0099","H-24-20",NA,NA,NA,65.71122742
1398,"ALPL",1.5,"6","50 m above Glenridge Rd bridge","Glenville",42.8669,-73.9022,"Schenectady",93,"12","Alplaus Kill",2020004,"B",4,"1201-0099","H-240-20",NA,NA,NA,68.55433655
2526,"ALPL",1.8,"06A","Just upstream of confluence with Indian Kill","Glenville",42.86985,-73.90183,"Schenectady",93,"12","Alplaus Kill",2020004,"CT",4,"1201-0099","H-240-20-2",NA,NA,NA,68.22280884
2332,"ALPL",3,"5","At end of Rustic Rd","Clifton Park",42.8875,-73.89639,"Saratoga",91,"12","Alplaus Kill",2020004,"B",5,"1201-0099","H-24-20",NA,NA,NA,75.28050995
2331,"ALPL",6.2,"4","Above Van Vorst Rd","Glenville",42.90528,-73.91889,"Schenectady",93,"12","Alplaus Kill",2020004,"BT",4,"1201-0099","H-24-20",NA,NA,NA,98.46141815
2330,"ALPL",9.9,"3","Below Swaggertown Rd","Charlton",42.92472,-73.97056,"Saratoga",91,"12","Alplaus Kill",2020004,"BT",5,"1201-0099","H-24-20",NA,NA,NA,129.1793518
42673898,"ALPL",10.8,"03A","75m upstream of Crane St Bridge","Charlton",42.930292,-73.983567,"Saratoga",91,"12","Alplaus Kill",2020004,"BT",4,"1201-0099","H-240-20",NA,NA,NA,136.3916626
2329,"ALPL",12.9,"2","Above Charlton Rd","Charlton",42.93778,-74.00639,"Saratoga",91,"12","Alplaus Kill",2020004,"BT",5,"1201-0099","H-24-20",NA,NA,NA,152.7128448
2328,"ALPL",16.1,"1","Below Route 67","Charlton",42.9745,-74.0199,"Saratoga",91,"12","Alplaus Kill",2020004,"B",5,"1201-0099","H-24-20",NA,NA,NA,209.99086
42674368,"AMEN_T2",1.1,"4","Mechanic St","Amenia",41.8481,-73.5523,"Dutchess",27,"16","Unnamed Tributary to Amenia Stream",1100005,"C(T)",3,"1601-0024","Conn 15-11",NA,NA,NA,164.7467346
2067,"AMPR",2.6,"1","Coreys Rd, walk thru woods to stream","Harrietstown",44.19833,-74.29667,"Franklin",33,"9","Ampersand Brook",4150305,NA,5,"0903-0162","SL-1-133",NA,NA,NA,474.614502
3059,"ANAW",0.4,"1","60 meters NW off Thompson","Thompson",41.65778,-74.66293,"Sullivan",105,"14","Anawanna Brook",2040104,"B",3,"1402-0052","D- 1-38-3-2",NA,NA,NA,411.9612427
14,"ANGL",1.1,"1","Camp Rd (Co Rte 43) bridge","Angelica",42.29539,-78.05775,"Allegany",3,"4","Angelica Creek",4130002,"C",9,"0403-0026","ONT-117-155",NA,NA,NA,399.1429138
4058,"ANGL",3,"3","CR 16 (W Main St)","Angelica",42.3124,-78.0376,"Allegany",3,"4","Angelica Creek",4130002,"C",9,"0403-0026","ONT-117-155",NA,NA,NA,414.6920166
2996,"ANGL",12.3,"2","at South and Turnpike Road junction","West Almond",42.30072,-77.8855,"Allegany",3,"4","Angelica Creek",4130002,"C",9,"0403-0026","ONT-117-155",NA,NA,NA,560.9023438
2987,"ANGL",12.9,"1","off South road just above conf. w/…","West Almond",42.29833,-77.87631,"Allegany",3,"4","Angelica Creek",4130002,"C",9,"0403-0026","ONT-117-155",NA,NA,NA,577.8004761
1794,"ANNS",1.1,"1","20m below Rte 9 bridge","Cortlandt",41.31805,-73.93056,"Westchester",119,"13","Annsville Creek",2030101,"C(TS)",3,"1301-0133","H- 46 thru 59, EOH (selected)",NA,NA,NA,54.13996124
1627,"ANTH",0.5,"2","70 m below SR 4 bridge","Mechanicville",42.90639,-73.68723,"Saratoga",91,"11","Anthony Kill",2020003,"C",5,"1101-0025","H-26",NA,NA,NA,21.20218468
1628,"ANTH",1,"1","5 m above Viall St bridge","Mechanicville",42.90972,-73.69167,"Saratoga",91,"11","Anthony Kill",2020003,"C",5,"1101-0025","H-26",NA,NA,NA,27.34695625
16,"APAL",0.1,"2","100 m below Rt. 17 bridge, 100 m above confluence","Owego",42.06333,-76.14333,"Tioga",107,"6","Apalachin Creek",2050103,"C",7,"0603-0014","SR-24",NA,NA,NA,245.1386414
15,"APAL",0.2,"1","50 m above Rt. 434 bridge","Owego",42.0625,-76.14639,"Tioga",107,"6","Apalachin Creek",2050103,"C",7,"0603-0014","SR-24",NA,NA,NA,245.2282715
2883,"APUS_T2",0.6,"1","Swift Rd, off ATV trail","Fabius",42.8332,-76.02749,"Onondaga",67,"6","Unnamed Tributary to Fabius Brook",2050102,"CT",7,"0602-0026","SR-44-14-59-25-2",NA,NA,NA,393.6703796
4103,"ARCH",1.9,"1","Off Caitlin Lake Rd","Newcomb",43.99733,-74.245945,"Essex",31,"11","Archer Creek",2020001,"C",5,"1104-0055","H-503-P680-5-P682-6-P684-1",NA,NA,NA,526.7057495
3180,"ASHC",2.8,"1","@SR 8 Bridge","Ohio",43.31827,-74.97598,"Herkimer",43,"12","Ash Creek",2020004,"AT",6,"1203-0042","H-240-180-P799-19-4",NA,NA,NA,395.604248
1133,"ASHK",0.8,"1","Rte. 28","Olive",41.97417,-74.19861,"Ulster",111,"13","Ashokan Brook",2020006,"A(T)",3,"1307-0005","H-171/P848- 1 thru 12 (selected)",NA,NA,NA,199.7301636
1393,"AURI",0.3,"1","At Rte 5S bridge","Glen",42.93028,-74.31722,"Montgomery",57,"12","Auriesville Creek",2020004,"C",4,"1201-0116","H-240-84",NA,NA,NA,92.11175537
42674997,"AURI_T17",0.7,"T-1","0.25 miles upstream off Carron Ln","Charleston",42.85427,-74.3736,"Montgomery",57,"12","Unnamed Tributary to Auries Creek",2020004,"C",4,"1201-0116","H-240- 84",NA,NA,NA,324.8753662
1355,"AVAB",0.1,"1","River Rd. bridge","Lee",43.37361,-75.47667,"Oneida",65,"12","Ava Brook",2020004,"ATS",6,"1201-0217","H-24-290",NA,NA,NA,299.0991211
2527,"AWAT",1,"1","15 m above West Rd","Martinsburg",43.72081,-75.47881,"Lewis",49,"8","Atwater Creek",4150101,"C",6,"0801-0222","ONT-19-58-6",NA,NA,NA,387.9066467
42675130,"AWAT",2.6,NA,"at Graves Rd bridge","Martinsburg",43.71033,-75.51623,"Lewis",49,"8","Atwater Creek",4150101,"AA",6,"0801-0330","Ont  19- 58- 6","High gradient- hard bottom","Reference",3,565.6852417
1963,"AWIX",0.7,"1","10m below Union Blvd bridge","Islip",40.7275,-73.23055,"Suffolk",103,"17","Awixa Creek",2030202,"SC",1,"1701-0093","(MW7.8)  AO-GSB-197",NA,NA,NA,1.919370174
2360,"AYER",0.8,"1","Piesco Rd culvert","Stratford",43.19083,-74.68056,"Fulton",35,"12","Ayers Creek",2020004,"C",5,"1201-0174","H-240-144-21-2-1",NA,NA,NA,363.0932922
2528,"BABK",0.1,"1","Rte 66","Nassau",42.51292,-73.50897,"Rensselaer",83,"13","Black Brook",2020006,"C(TS)",4,"1310-0022","H-204- 2",NA,NA,NA,164.4805145
1610,"BACH",0.1,"1","20 m above Saratoga Co Rte 7 bridge","Edinburg",43.20833,-74.08083,"Saratoga",91,"11","Batcheller Creek",2020002,"CT",5,"1104-0106","H-369-P127-11",NA,NA,NA,236.9709778
2054,"BADN",2,"1","20m below Rte 259 bridge","Groveland",42.66107,-77.78069,"Livingston",51,"4","Bradner Creek",4130002,"C",8,"0404-0020","ONT-117-66-8-2-1",NA,NA,NA,173.7350006
1274,"BAGL",0.7,"1","Bagley Brook Rd bridge","Hamden",42.20167,-74.96917,"Delaware",25,"14","Bagley Brook",2040101,"C(TS)",4,"1404-0065","D-71-54",NA,NA,NA,408.0490723
3405,"BAIL",1,"1","Blinn Rd","Yorktown",41.22046,-73.83681,"Westchester",119,"13","Bailey Brook",2030101,"B",3,"1302-0148","H- 31-P44-44 thru 55",NA,NA,NA,85.77256775
2529,"BAKB",1,"1","Immediately below Bardwell Mill Rd (CR 72) bridge","Remsen",43.38794,-75.16658,"Oneida",65,"8","Baker Brook",4150101,"CTS",6,"0801-0442","ONT-19-111",NA,NA,NA,348.2426758
1164,"BAKE",0.3,"1","Rte. 16; 50m above bridge","Angelica",42.30901,-78.04314,"Allegany",3,"4","Baker Creek",4130002,"C",9,"0403-0066","ONT-117-155-2",NA,NA,NA,411.6115417
3888,"BALD",0.6,"1","Rhoen Road Bridge","Austerlitz",42.332541,-73.429031,"Columbia",21,"16","Baldwin Brook",1100005,"C(TS)",4,"1601-0033","Mass 5a thru 7a",NA,NA,NA,380.3587646
1906,"BALE",0.2,"1","30m upstream of Bradley Creek Rd bridge","Union",42.14889,-76.06277,"Broome",7,"6","Bradley Creek",2050103,"C",7,"0603-0045","SR-28-6",NA,NA,NA,265.5362854
1905,"BALL",0.4,"1","Ballyhack Rd, above Osborne Ck","Fenton",42.1725,-75.82083,"Broome",7,"6","Ballyhack Creek",2050102,"C",7,"0602-0030","SR-44-10-1",NA,NA,NA,282.9116516
17,"BALS",2.5,"1","Erie Canal Rd.","Croghan",43.9525,-75.33972,"Lewis",49,"8","Balsam Creek",4150101,"CT",6,"0801-0239","ONT-19-40-10",NA,NA,NA,304.1979065
1513,"BALU",0.1,"1","Downstream of CSO outlet","Utica",43.10139,-75.20084,"Oneida",65,"12","Ballou Creek",2020004,"C",6,"1201-0093","H-240-211",NA,NA,NA,123.7818527
42674823,"BARA",0.3,"1","Torrey Hill Rd","Ellisburg",43.733068,-76.130297,"Jefferson",45,"3","Bear Creek",4140102,"C(TS)",6,"0303-0055","Ont  45- 4",NA,NA,NA,97.62001038
42674804,"BARA",11.5,"0","Brown Rd","Lorraine",43.73607,-75.97264,"Jefferson",45,"3","Bear Creek",4140102,"C(TS)",6,"0303-0055","Ont  45- 4",NA,NA,NA,298.3037415
2530,"BARE",3.7,"1","Bear Creek Rd bridge","Forestport",43.52942,-75.12756,"Oneida",65,"8","Bear Creek",4150101,"CT",6,"0801-0429","ONT-19-14-3",NA,NA,NA,425.9226074
42674998,"BARK",0.6,"0.6","Barker Rd","Augusta",42.935398,-75.487486,"Oneida",65,"12","Barker Creek",2020004,"A(T)",6,"1204-0013","H-240-223-45",NA,NA,NA,327.0928345
1986,"BARN",0.7,"1","Tucci Rd. Culvert","Thompson",41.62667,-74.6325,"Sullivan",105,"14","Barnum Brook",2040104,"B(T)",3,"1402-0046","D- 1-34,35,36",NA,NA,NA,364.4719543
24,"BASC",0.4,"7","50 m above Co. Rt. 67 bridge","Greenville",42.35972,-74.05083,"Greene",39,"13","Basic Creek",2020006,"C(TS)",4,"1309-0027","H-193-29",NA,NA,NA,126.7012177
23,"BASC",4.7,"6","20 m above Rt. 81 bridge","Greenville",42.41278,-74.03584,"Greene",39,"13","Basic Creek",2020006,"C(T)",4,"1309-0027","H-193-29",NA,NA,NA,204.9954224
22,"BASC",7.3,"5","at Rt. 405 bridge","Westerlo",42.44667,-74.02778,"Albany",1,"13","Basic Creek",2020006,"C(T)",4,"1309-0027","H-193-29",NA,NA,NA,251.1624603
21,"BASC",12.4,"4","100 m below Lobdell Mill Rd. bridge","Westerlo",42.50028,-74.03167,"Albany",1,"13","Basic Creek",2020006,"A(TS)",4,"1309-0028","H-193-29",NA,NA,NA,325.5642395
20,"BASC",14.3,"3","10 m below CR 1 bridge","Westerlo",42.51417,-74.04722,"Albany",1,"13","Basic Creek",2020006,"A(TS)",4,"1309-0028","H-193-29",NA,NA,NA,346.1780396
18,"BASC",16.5,"1","10 m below culvert at Richardson farm","Westerlo",42.54306,-74.04722,"Albany",1,"13","Basic Creek",2020006,"C",4,"1309-0028","H-193-29",NA,NA,NA,406.0259399
19,"BASC_T17",0.2,"2","30 m below culvert under May Rd.","Westerlo",42.51694,-74.05333,"Albany",1,"13","Unnamed Tributary to Basic Creek",2020006,"C",4,"1309-0028","H-193-29",NA,NA,NA,354.3159485
42675083,"BASC_T17",2.4,"2.4","10m downstream of Rte 85/Delaware turnpike bridge","Westerlo",42.5359,-74.07721,"Albany",1,"13","Unnamed Tributary to Basic Creek",2020006,"C",4,"1309-0028","H-193-29","Low gradient-soft bottom","Altered",3,420.3892212
1849,"BASH",5.2,"1","50m below Valley View Rd bridge","Copake",42.11955,-73.51849,"Columbia",21,"13","Bash Bish Brook",2020006,"C(TS)",4,"1308-0021","H-188-59",NA,NA,NA,197.8668365
1266,"BASK",0.3,"2","Rte 134; where stream comes close to road","Fremont",41.84767,-75.1105,"Sullivan",105,"14","Basket Creek",2040101,"C(T)",3,"1401-0135","D-59",NA,NA,NA,252.6928253
1265,"BASK_E",0.7,"1","0.7mi up Basket Rd from Rte 134","Fremont",41.8625,-75.08667,"Sullivan",105,"14","East Branch Basket Creek",2040101,"C(T)",3,"1401-0135","D-59",NA,NA,NA,353.6136475
1984,"BATK",0.5,"1","100m above Rt. 30 bridge","Middletown",42.18167,-74.59333,"Delaware",25,"14","Batavia Kill",2040102,"B(TS)",4,"1403-0102","D-70-84",NA,NA,NA,444.3501587
29,"BATT",0.5,"16","below bridge","Easton",43.11444,-73.57027,"Washington",115,"11","Batten Kill",2020003,"C",5,"1103-0010","H-301",NA,NA,NA,26.60807037
28,"BATT",6.5,"8","0.4 miles above Hegeman Rd. bridge","Greenwich",43.09083,-73.51278,"Washington",115,"11","Batten Kill",2020003,"C",5,"1103-0010","H-301",NA,NA,NA,100.4859314
27,"BATT",9.6,"3","off Rt. 29","Greenwich",43.09361,-73.4625,"Washington",115,"11","Batten Kill",2020003,"CTS",5,"1103-0011","H-301",NA,NA,NA,102.402359
26,"BATT",10.2,"1","200 m above Ray Rd. bridge","Jackson",43.09833,-73.45695,"Washington",115,"11","Batten Kill",2020003,"CTS",5,"1103-0011","H-301",NA,NA,NA,111.5145874
25,"BATT",13.1,"0","off Rt. 29; 0.8 miles above bridge","Greenwich",43.11538,-73.417097,"Washington",115,"11","Batten Kill",2020003,"CTS",5,"1103-0011","H-301",NA,NA,NA,116.9952469
1286,"BATT",18,"B","Rte 22 bridge; downstream","Salem",43.14528,-73.36472,"Washington",115,"11","Batten Kill",2020003,"CTS",5,"1103-0012","H-301",NA,NA,NA,138.2837219
1277,"BATT",23.6,"A","Rte 64 bridge; 100m downstream","Salem",43.0775,-73.34389,"Washington",115,"11","Batten Kill",2020003,"CTS",5,"1103-0012","H-301",NA,NA,NA,138.1700745
30,"BATT",28.6,"AA","100 m above Rt. 313 parking area","Salem",43.10338,-73.272078,"Washington",115,"11","Batten Kill",2020003,"CTS",5,"1103-0012","H-301",NA,NA,NA,154.7716827
1560,"BATT",34.2,"VT3","Benedict Crossing bridge; 200m above",NA,43.08805,-73.19778,"Bennington (Vt.)",NA,"11","Batten Kill",2020003,NA,0,NA,NA,NA,NA,NA,178.1347198
1559,"BATT",45.6,"VT2","off Riverbend Rd; walk 50m above Lye Bk confluence",NA,43.14583,-73.05972,"Bennington (Vt.)",NA,"11","Batten Kill",2020003,NA,0,NA,NA,NA,NA,NA,197.8268738
1640,"BATT",46.1,"VT2A","500m below Manchester STP effluent",NA,43.15306,-73.05556,"Bennington (Vt.)",NA,"11","Batten Kill",2020003,NA,0,NA,NA,NA,NA,NA,200.3997955
1558,"BATT",46.8,"VT1","Union St bridge; 10m below",NA,43.16195,-73.05611,"Bennington (Vt.)",NA,"11","Batten Kill",2020003,NA,0,NA,NA,NA,NA,NA,208.4555511
1515,"BATV",0.1,"14","Rte 23A bridge; 60m above mouth","Prattsville",42.30264,-74.41978,"Greene",39,"12","Batavia Kill",2020005,"CT",4,"1202-0001","H-240-82-117",NA,NA,NA,354.291748
37,"BATV",10.1,"10","10 m below Co. Rt. 12 bridge, South St.","Windham",42.30278,-74.2725,"Greene",39,"12","Batavia Kill",2020005,"CT",4,"1202-0001","H-240-82-117",NA,NA,NA,448.5253296
3112,"BATV",10.6,"9","SR 23; behind Elks Lodge","Windham",42.30674,-74.26626,"Greene",39,"12","Batavia Kill",2020005,"AT",4,"1202-0058","H-240-82-117",NA,NA,NA,450.6105042
35,"BATV",11.5,"7","Mitchell Hollow trib. 10 m below Rt. 23 bridge","Windham",42.3075,-74.25,"Greene",39,"12","Mitchell Hollow",2020005,"CTS",4,"1202-0058","H-240-82-117-13",NA,NA,NA,459.03479
36,"BATV",11.6,"8","at Rt. 79 bridge","Windham",42.30583,-74.25195,"Greene",39,"12","Batavia Kill",2020005,"AT",4,"1202-0058","H-240-82-117",NA,NA,NA,459.2977295
34,"BATV",12.5,"5","Lake Heloise trib. immediately below Rt. 23 bridge","Windham",42.30889,-74.23417,"Greene",39,"12","Batavia Kill",2020005,"CTS",4,"1202-0058","H-240-82-117-14",NA,NA,NA,478.8872681
33,"BATV",12.6,"4","30 m above Rt. 296 bridge","Windham",42.30806,-74.23139,"Greene",39,"12","Batavia Kill",2020005,"ATS",4,"1202-0058","H-240-82-117",NA,NA,NA,472.7770691
32,"BATV",14,"3","Silver Lake tributary 1 m below Rt. 65 bridge","Windham",42.29528,-74.21333,"Greene",39,"12","Batavia Kill",2020005,"CTS",4,"1202-0058","H-240-82-117-17",NA,NA,NA,488.303772
31,"BATV",14.3,"1","30 m below Rt. 40 bridge","Windham",42.28861,-74.21528,"Greene",39,"12","Batavia Kill",2020005,"ATS",4,"1202-0058","H-240-82-117",NA,NA,NA,495.5173035
39,"BATV",17.9,"13","50 m below Rt. 17 bridge","Ashland",42.29361,-74.30695,"Greene",39,"12","Batavia Kill",2020005,"CT",4,"1202-0001","H-240-82-117",NA,NA,NA,436.647644
38,"BATV_T10",0.1,"12","North Settlement Trib., directly below SR 23 bridge","Ashland",42.29917,-74.29694,"Greene",39,"12","Unnamed Tributary to Batavia Kill",2020005,"CT",4,"1202-0001","H-240-82-117-10",NA,NA,NA,445.5393677
42675017,"BATV_T10",3.7,"3.7","SE off CR 10","Windham",42.345,-74.281,"Greene",39,"12","Unnamed Tributary to Batavia Kill 2",2020005,"C",4,"1202-0001","H-240- 82-117",NA,NA,NA,581.8400269
42674999,"BATV_T26",0.1,"T-1","CR 56","Windham",42.292,-74.129,"Greene",39,"12","Unnamed Tributary to Batavia Kill 5",2020005,"C(TS)",4,"1202-0059","H-240- 82-117",NA,NA,NA,629.2674561
1989,"BAVR",6.9,"1","CR17 bridge, after Newcomb Rd.","De Kalb",44.52639,-75.40195,"St. Lawrence",89,"9","Beaver Creek",4150302,"C",6,"0905-0117","SL-25-13",NA,NA,NA,88.96599579
42673848,"BAVR_T2",2.9,"D2.9","CR 11 Bridge","De Peyster",44.529965,-75.428585,"St. Lawrence",89,"9","Unnamed Tributary to Beaver Creek",4150302,NA,6,"0905-0117","SL-25-13",NA,NA,NA,97.91850281
1269,"BAXT",0.3,"1","Rte 30 bridge; 30m upstream","Hancock",42.025,-75.115,"Delaware",25,"14","Baxter Brook",2040102,"C(TS)",4,"1403-0090","D-70-23",NA,NA,NA,315.4006042
3391,"BAXT",3.6,"3.6","East off Houck Mountain Rd","Hancock",42.06929,-75.10797,"Delaware",25,"14","Baxter Brook",2040102,"C(TS)",4,"1403-0090","D-70-23",NA,NA,NA,404.9350891
3017,"BCKB",0.6,"1","White Road hike to creek from road over barbed wire fence, cows","Clare",44.43864,-75.04945,"St. Lawrence",89,"9","Buck Brook",4150304,"CTS",6,"0904-0034","SL-2-48-4",NA,NA,NA,245.1883698
3199,"BDHW",0.1,"1","Adjacent (DS) of old Broadstreet Hollow BMP-control site","Shandaken",42.112642,-74.358497,"Ulster",111,"13","Broadstreet Hollow",2020006,"C(TS)",3,"1307-0007","H-171 (portion 4)",NA,NA,NA,297.7580261
1907,"BEAB",0.3,"1","10m above CR 32 bridge","Oxford",42.38833,-75.62444,"Chenango",17,"6","Bear Brook",2050102,"C",7,"0602-0143","SR-44-38",NA,NA,NA,293.6775818
2531,"BEAD",0.1,"1","15 m below Bailey Rd bridge","Watson",43.78167,-75.28394,"Lewis",49,"8","Beaver Meadow Creek",4150101,"CT",6,"0801-0221","ONT-19-57-5",NA,NA,NA,371.4538574
42674793,"BEAG",1.8,"1","CR 75","Kendall",43.354688,-78.018375,"Orleans",73,"3","Bald Eagle Creek",4130001,"C",8,"0301-0034","Ont 134",NA,NA,NA,85.23165894
42674794,"BEAG_T2",3.1,"T-1","South of SR 18","Kendall",43.317,-78.067,"Orleans",73,"3","Unnamed Tributary to Bald Eagle Creek",4130001,"C",8,"0301-0034","Ont 134",NA,NA,NA,108.9235458
2361,"BEAM",0.1,"1","80 m below Rte 78","Java",42.67204,-78.43686,"Wyoming",121,"1","Beaver Meadow Creek",4120103,"CT",9,"0103-0004","E-1-55",NA,NA,NA,319.3430786
41,"BEAR",1.5,"2","Hiked down hill to stream from pull-off across from Suburban Propane","Roxbury",42.3529,-74.46772,"Delaware",25,"12","Bear Kill",2020005,"C",4,"1202-0054","H-240-82-P638a-113",NA,NA,NA,407.2979431
40,"BEAR",3.9,"1","100 m above Rt 30 bridge","Roxbury",42.36389,-74.49472,"Delaware",25,"12","Bear Kill",2020005,"C",4,"1202-0054","H-240-82-P638a-113",NA,NA,NA,430.6871948
3436,"BEAU",1.9,"1","At Marmon Road / CR 39 Bridge","Lyonsdale",43.6037,-75.313065,"Lewis",49,"8","Beauty Creek - Upper",4150101,"CT",6,"0801-0347","ONT-19-81-2-2",NA,NA,NA,316.1045532
42675131,"BEAU_T2",0.1,"0.1","at Burnt Shanty Rd","Lyonsdale",43.603788,-75.316488,"Lewis",49,"8","Unnamed Tributary to Beauty Creek",4150101,"AA(T)",6,"0801-0347","Ont  19- 81- 2,4",NA,"Reference",1,307.6254578
1151,"BEAV",0.1,"9","20 m below Bridge Rd. bridge","Hancock",41.98917,-75.12917,"Delaware",25,"14","Beaver Kill",2040102,"C(T)",4,"1403-0051","D-70-20",NA,NA,NA,298.6494446
49,"BEAV",3.2,"8","0.5 mi. below Rt. 17 bridge","Hancock",41.98306,-75.075,"Delaware",25,"14","Beaver Kill",2040102,"C(T)",4,"1403-0051","D-70-20",NA,NA,NA,314.8461609
