stationID,Lat,Lon,Stream Name,Assessment,Individual Sample Results,site_id
42.886_-74.217,42.886,-74.217,South Chuctanunda Creek,No Known Impact,07/29/2012:No Known Impact,-74.217_42.886
42.888_-78.026,42.888,-78.026,Oatka Creek,Possibly Impaired,09/27/2013:Possibly Impaired,-78.026_42.888
42.89_-78.644,42.89,-78.644,Cayuga Creek,No Conclusion,08/30/2014:No Conclusion,-78.644_42.89
42.891_-73.784,42.891,-73.784,Dwaas Kill,No Conclusion,"09/27/2015:No Conclusion
9/27/2016:No Conclusion",-73.784_42.891
42.891_-74.514,42.891,-74.514,Flat Creek,No Known Impact,7/14/2016:No Known Impact,-74.514_42.891
42.891_-74.838,42.891,-74.838,"Otsquago, Site 7b",No Conclusion,"7/14/2017:No Conclusion
7/10/2018:No Conclusion",-74.838_42.891
42.892_-74.022,42.892,-74.022,Washout Creek,No Known Impact,07/28/2013:No Known Impact,-74.022_42.892
42.892_-74.842,42.892,-74.842,"Otsquago, Site 8",No Known Impact,7/10/2017:No Known Impact,-74.842_42.892
42.893_-77.674,42.893,-77.674,Little Conesus Creek,Possibly Impaired,08/01/2014:Possibly Impaired,-77.674_42.893
42.894_-73.791,42.894,-73.791,Dwaas Kill,No Conclusion,08/06/2013:No Conclusion,-73.791_42.894
42.894_-78.732,42.894,-78.732,Cayuga Creek,Possibly Impaired,08/24/2014:Possibly Impaired,-78.732_42.894
42.895_-74.566,42.895,-74.566,Canajoharie Creek,No Conclusion,07/22/2015:No Conclusion,-74.566_42.895
42.896_-73.791,42.896,-73.791,Long Kill,No Conclusion,"09/18/2014:No Conclusion
09/09/2015:No Conclusion",-73.791_42.896
42.896_-76.522,42.896,-76.522,Minor Tribs to Owasco Lake,No Conclusion,09/20/2015:No Conclusion,-76.522_42.896
42.899_-74.572,42.899,-74.572,Canajoharie Creek,No Known Impact,"07/22/2015:No Conclusion
07/16/2014:No Known Impact",-74.572_42.899
42.901_-76.527,42.901,-76.527,Sucker Brook,No Conclusion,09/20/2015:No Conclusion,-76.527_42.901
42.904_-73.546,42.904,-73.546,Minor Tribs to Lower Hoosic River,No Conclusion,08/21/2015:No Conclusion,-73.546_42.904
42.908_-73.77,42.908,-73.77,Dwaas Kill,No Conclusion,"09/09/2015:No Conclusion
09/30/2014:No Conclusion",-73.77_42.908
42.91_-74.076,42.91,-74.076,Chaughtanoonda Creek,No Known Impact,"07/08/2013:No Known Impact
07/19/2013:No Known Impact",-74.076_42.91
42.911_-73.898,42.911,-73.898,Trib to Aplauskill,No Conclusion,8/26/2018:No Conclusion,-73.898_42.911
42.911_-77.787,42.911,-77.787,Christie Creek,No Conclusion,09/15/2013:No Conclusion,-77.787_42.911
42.917_-76.515,42.917,-76.515,Sucker Brook,Possibly Impaired,7/18/2017:Possibly Impaired,-76.515_42.917
42.918_-73.769,42.918,-73.769,Dwaas Kill,No Conclusion,08/06/2013:No Conclusion,-73.769_42.918
42.918_-76.522,42.918,-76.522,Sucker Brook,No Conclusion,7/18/2017:No Conclusion,-76.522_42.918
42.92_-76.474,42.92,-76.474,Sucker Brook,No Conclusion,7/18/2017:No Conclusion,-76.474_42.92
42.924_-76.508,42.924,-76.508,Sucker Brook,No Conclusion,7/17/2017:No Conclusion,-76.508_42.924
42.924_-78.346,42.924,-78.346,Murder Creek,No Conclusion,8/22/2019:No Conclusion,-78.346_42.924
42.925_-73.941,42.925,-73.941,"Rue Creek, La",No Known Impact,09/16/2012:No Known Impact,-73.941_42.925
42.925_-73.971,42.925,-73.971,Alplaus Kill,No Known Impact,"09/16/2012:No Known Impact
09/21/2012:No Known Impact",-73.971_42.925
42.928_-74.661,42.928,-74.661,Otsquago Creek,No Conclusion,"07/15/2014:No Conclusion
07/21/2015:No Conclusion",-74.661_42.928
42.928_-74.666,42.928,-74.666,Otsquago Creek,No Conclusion,07/15/2014:No Conclusion,-74.666_42.928
42.93_-73.983,42.93,-73.983,Alplaus Kill,No Known Impact,"09/23/2012:No Known Impact
09/02/2014:No Conclusion",-73.983_42.93
42.93_-74.317,42.93,-74.317,,No Conclusion,8/30/2018:No Conclusion,-74.317_42.93
42.93_-74.623,42.93,-74.623,Otsquago Creek,No Conclusion,7/13/2016:No Conclusion,-74.623_42.93
42.931_-74.621,42.931,-74.621,Otsquago Creek,No Conclusion,07/20/2015:No Conclusion,-74.621_42.931
42.932_-74.622,42.932,-74.622,Otsquago Creek,No Known Impact,07/15/2014:No Known Impact,-74.622_42.932
42.932_-77.778,42.932,-77.778,White Creek,No Known Impact,07/11/2014:No Known Impact,-77.778_42.932
42.934_-74.728,42.934,-74.728,Otsquago Creek,No Conclusion,07/21/2015:No Conclusion,-74.728_42.934
42.935_-74.213,42.935,-74.213,South Chuckanunda,No Known Impact,"8/22/2018:No Known Impact
8/3/2016:No Known Impact",-74.213_42.935
42.938_-73.85,42.938,-73.85,Unknown - Sweet Rd,No Conclusion,8/17/2016:No Conclusion,-73.85_42.938
42.939_-73.877,42.939,-73.877,Unknown trib to Ballston Lake,No Conclusion,9/24/2017:No Conclusion,-73.877_42.939
42.94_-77.799,42.94,-77.799,White Creek,No Known Impact,09/30/2014:No Known Impact,-77.799_42.94
42.941_-73.791,42.941,-73.791,Ballston Creek and Tribs,No Conclusion,7/30/2016:No Conclusion,-73.791_42.941
42.941_-73.793,42.941,-73.793,Minor Tribs to Round Lakes,No Conclusion,07/30/2014:No Conclusion,-73.793_42.941
42.943_-73.863,42.943,-73.863,Tribs to Ballston Lake,No Conclusion,"8/17/2016:No Conclusion
08/30/2014:No Conclusion",-73.863_42.943
42.946_-73.862,42.946,-73.862,Trib to Ballston Lake,No Conclusion,8/28/2018:No Conclusion,-73.862_42.946
42.946_-73.995,42.946,-73.995,Unknown,No Conclusion,7/18/2017:No Conclusion,-73.995_42.946
42.946_-78.343,42.946,-78.343,Murder Creek,Possibly Impaired,8/22/2019:Possibly Impaired,-78.343_42.946
42.948_-73.781,42.948,-73.781,Minor Tribs to Round Lakes,No Conclusion,09/16/2012:No Conclusion,-73.781_42.948
42.96_-74.174,42.96,-74.174,North Chuctanunda Creek,No Known Impact,09/13/2014:No Known Impact,-74.174_42.96
42.96_-78.351,42.96,-78.351,Murder Creek,No Conclusion,8/21/2019:No Conclusion,-78.351_42.96
42.962_-74.173,42.962,-74.173,North Chuctanunda,No Known Impact,8/2/2016:No Known Impact,-74.173_42.962
42.962_-78.353,42.962,-78.353,Murder Creek,Possibly Impaired,8/21/2019:Possibly Impaired,-78.353_42.962
42.965_-73.473,42.965,-73.473,Wampecack Creek,No Conclusion,9/18/2019:No Conclusion,-73.473_42.965
42.965_-78.406,42.965,-78.406,Murder Creek,Possibly Impaired,8/20/2019:Possibly Impaired,-78.406_42.965
42.966_-73.822,42.966,-73.822,Ballston Creek,No Known Impact,9/10/2019:No Known Impact,-73.822_42.966
42.967_-73.824,42.967,-73.824,Ballston Creek and tribs,No Known Impact,"8/18/2016:No Known Impact
09/09/2013:No Conclusion",-73.824_42.967
42.968_-73.881,42.968,-73.881,Unknown - Mourningkill Drive,Possibly Impaired,"8/22/2016:Possibly Impaired
9/30/2017:No Conclusion",-73.881_42.968
42.97_-73.879,42.97,-73.879,Mourning Kill,No Known Impact,08/17/2013:No Known Impact,-73.879_42.97
42.971_-75.935,42.971,-75.935,Limestone Creek,No Conclusion,8/17/2016:No Conclusion,-75.935_42.971
42.972_-73.864,42.972,-73.864,Unknown - Mourningkill Drive,No Known Impact,"8/31/2016:No Known Impact
9/30/2017:No Known Impact",-73.864_42.972
42.976_-73.843,42.976,-73.843,Mourning Kill,No Known Impact,"08/05/2013:No Conclusion
08/08/2014:No Conclusion
09/11/2015:No Known Impact",-73.843_42.976
42.979_-77.988,42.979,-77.988,Oatka Creek,Possibly Impaired,9/30/2017:Possibly Impaired,-77.988_42.979
42.991_-76.07,42.991,-76.07,Butternut Creek,No Conclusion,9/20/2017:No Conclusion,-76.07_42.991
42.993_-74.793,42.993,-74.793,Nowadaga Creek,No Known Impact,7/10/2016:No Known Impact,-74.793_42.993
42.994_-78.435,42.994,-78.435,Murder Creek,No Conclusion,8/20/2019:No Conclusion,-78.435_42.994
42.996_-75.987,42.996,-75.987,West Branch Limestone Creek,No Known Impact,08/12/2015:No Known Impact,-75.987_42.996
42.996_-76.072,42.996,-76.072,Butternut Creek,No Conclusion,8/30/2017:No Conclusion,-76.072_42.996
42.998_-74.115,42.998,-74.115,Chuctanunda Creek,No Conclusion,9/30/2016:No Conclusion,-74.115_42.998
42.998_-75.988,42.998,-75.988,West Branch Limestone Creek and tribs,No Known Impact,"09/23/2015:No Conclusion
09/23/2015:No Known Impact",-75.988_42.998
42.998_-76.072,42.998,-76.072,Butternut Creek,No Conclusion,8/24/2018:No Conclusion,-76.072_42.998
42.998_-77.874,42.998,-77.874,Oatka Creek,No Known Impact,09/08/2013:No Known Impact,-77.874_42.998
42.999_-75.007,42.999,-75.007,Fulmer Creek ,No Conclusion,08/22/2022:No Conclusion,-75.007_42.999
43.002_-74.54,43.002,-74.54,Caroga Creek,No Known Impact,09/15/2012:No Known Impact,-74.54_43.002
43.005_-78.906,43.005,-78.906,Twomile Creek,No Conclusion,09/14/2014:No Conclusion,-78.906_43.005
43.007_-73.845,43.007,-73.845,Gordon Creek,No Conclusion,08/05/2013:No Conclusion,-73.845_43.007
43.007_-73.847,43.007,-73.847,Gordon Creek,No Known Impact,09/12/2014:No Known Impact,-73.847_43.007
43.009_-73.88,43.009,-73.88,Gordon Creek,No Known Impact,"08/23/2012:No Known Impact
08/05/2013:No Known Impact",-73.88_43.009
43.01_-73.844,43.01,-73.844,Kayaderosseras Creek,No Known Impact,"08/30/2012:No Conclusion
09/03/2014:No Known Impact
09/02/2015:No Known Impact
9/23/2016:No Known Impact
07/30/2013:No Known Impact",-73.844_43.01
43.013_-73.378,43.013,-73.378,White Creek,No Known Impact,09/28/2013:No Known Impact,-73.378_43.013
43.015_-76.589,43.015,-76.589,North Brook,No Conclusion,08/02/2015:No Conclusion,-76.589_43.015
43.017_-73.77,43.017,-73.77,Drummond Creek,Possibly Impaired,8/12/2016:Possibly Impaired,-73.77_43.017
43.019_-77.748,43.019,-77.748,Oatka Creek,No Known Impact,09/23/2013:No Known Impact,-77.748_43.019
43.022_-78.351,43.022,-78.351,Tonawanda Creek,No Conclusion,08/25/2014:No Conclusion,-78.351_43.022
43.029_-77.822,43.029,-77.822,Mill Creek,Possibly Impaired,09/15/2013:Possibly Impaired,-77.822_43.029
43.029_-78.394,43.029,-78.394,Minor Tribs to Tonawanda Creek,No Conclusion,08/05/2014:No Conclusion,-78.394_43.029
43.035_-77.892,43.035,-77.892,Mill Creek/Blue Pond Outlet and tribs,No Conclusion,09/22/2014:No Conclusion,-77.892_43.035
43.036_-74.248,43.036,-74.248,Skinner Creek,No Conclusion,07/12/2015:No Conclusion,-74.248_43.036
43.038_-73.91,43.038,-73.91,Glowegee Creek,No Known Impact,"08/04/2014:No Known Impact
09/02/2015:No Known Impact
08/28/2012:No Conclusion
08/30/2012:No Known Impact",-73.91_43.038
43.039_-73.708,43.039,-73.708,Minor Tribs to Saratoga Lake,No Conclusion,09/27/2012:No Conclusion,-73.708_43.039
43.04_-73.889,43.04,-73.889,Kayaderosseras Creek,No Known Impact,"09/06/2014:No Conclusion
09/01/2015:No Known Impact
08/30/2012:No Known Impact",-73.889_43.04
43.04_-76.584,43.04,-76.584,North Brook,No Conclusion,09/19/2015:No Conclusion,-76.584_43.04
43.042_-73.744,43.042,-73.744,Kayaderosseras Creek,No Conclusion,09/07/2012:No Conclusion,-73.744_43.042
43.042_-73.889,43.042,-73.889,"Kayaderosseras Cr, Lower, and minor trib",No Conclusion,07/31/2013:No Conclusion,-73.889_43.042
43.042_-74.078,43.042,-74.078,North Chuctanunda,No Conclusion,8/31/2016:No Conclusion,-74.078_43.042
43.044_-73.77,43.044,-73.77,Kayaderosseras Creek,No Conclusion,"09/24/2014:No Conclusion
09/07/2012:No Conclusion
08/28/2015:No Conclusion",-73.77_43.044
43.045_-77.387,43.045,-77.387,White Brook,Possibly Impaired,09/29/2013:Possibly Impaired,-77.387_43.045
43.047_-77.815,43.047,-77.815,Mill Creek,No Conclusion,09/17/2013:No Conclusion,-77.815_43.047
43.05_-76.55,43.05,-76.55,Putnam Brook,No Conclusion,"08/28/2015:No Conclusion
09/29/2015:No Conclusion",-76.55_43.05
43.052_-78.752,43.052,-78.752,Minor Tribs to Lower Tonawanda Creek,Possibly Impaired,08/02/2014:Possibly Impaired,-78.752_43.052
43.062_-78.899,43.062,-78.899,Minor Tribs to Niagara River,dry,07/28/2014:dry,-78.899_43.062
43.068_-77.62,43.068,-77.62,Trib of Red Creek,Possibly Impaired,9/17/2018:Possibly Impaired,-77.62_43.068
43.069_-77.778,43.069,-77.778,"Black Creek, Lower, and minor tribs",No Conclusion,09/04/2013:No Conclusion,-77.778_43.069
43.073_-76.48,43.073,-76.48,Skaneateles Creek,No Conclusion,09/13/2015:No Conclusion,-76.48_43.073
43.073_-78.933,43.073,-78.933,Minor Tribs to Niagara River,dry,07/28/2014:dry,-78.933_43.073
43.074_-73.938,43.074,-73.938,Clover Mill Creek,No Known Impact,"9/20/2016:No Known Impact
09/01/2015:No Known Impact
07/30/2013:No Conclusion
08/29/2012:No Known Impact",-73.938_43.074
43.075_-73.929,43.075,-73.929,Kayaderosseras Creek,No Known Impact,"9/20/2016:No Known Impact
07/31/2013:No Known Impact
09/01/2015:No Known Impact
08/29/2012:No Known Impact
09/14/2014:No Known Impact",-73.929_43.075
43.075_-77.782,43.075,-77.782,Mill Creek,No Conclusion,09/10/2013:No Conclusion,-77.782_43.075
43.089_-73.77,43.089,-73.77,Spring Run,Possibly Impaired,9/16/2016:Possibly Impaired,-73.77_43.089
43.093_-77.865,43.093,-77.865,Black Creek,Possibly Impaired,08/13/2013:Possibly Impaired,-77.865_43.093
43.1_-77.753,43.1,-77.753,Black Creek,Possibly Impaired,9/27/2017:Possibly Impaired,-77.753_43.1
43.108_-77.463,43.108,-77.463,Thomas Creek,Possibly Impaired,9/17/2016:Possibly Impaired,-77.463_43.108
43.108_-77.471,43.108,-77.471,Thomas Creek,No Conclusion,8/26/2016:No Conclusion,-77.471_43.108
43.127_-77.689,43.127,-77.689,Little Black Creek,No Conclusion,09/20/2014:No Conclusion,-77.689_43.127
43.134_-77.525,43.134,-77.525,Allen Creek,No Conclusion,07/19/2014:No Conclusion,-77.525_43.134
43.138_-74.941,43.138,-74.941,Maltanner Creek and tribs,No Conclusion,07/20/2014:No Conclusion,-74.941_43.138
43.143_-73.877,43.143,-73.877,South Branch Kayaderosseras Creek,No Conclusion,07/31/2013:No Conclusion,-73.877_43.143
43.145_-73.878,43.145,-73.878,South Branch Kayaderosseras Creek,No Known Impact,"09/14/2014:No Known Impact
08/30/2012:No Conclusion
9/19/2016:No Known Impact
08/31/2015:No Conclusion",-73.878_43.145
43.16_-76.328,43.16,-76.328,Minor Tribs to Lower Seneca River,No Conclusion,08/19/2015:No Conclusion,-76.328_43.16
43.16_-79.007,43.16,-79.007,Fish Creek,dry,07/28/2014:dry,-79.007_43.16
43.165_-76.384,43.165,-76.384,Minor Tribs to Lower Seneca River,No Conclusion,08/21/2015:No Conclusion,-76.384_43.165
43.182_-73.723,43.182,-73.723,Snook Kill,No Known Impact,9/16/2016:No Known Impact,-73.723_43.182
43.183_-78.715,43.183,-78.715,18-mile trib/The Gulf trib and tribs,No Conclusion,09/24/2015:No Conclusion,-78.715_43.183
43.191_-75.018,43.191,-75.018,Minor Tribs to Lower West Canada Creek,No Conclusion,"07/12/2014:No Conclusion
07/13/2014:No Conclusion",-75.018_43.191
43.201_-75.024,43.201,-75.024,Minor Tribs to Lower West Canada Creek,No Conclusion,09/22/2012:No Conclusion,-75.024_43.201
43.228_-77.566,43.228,-77.566,Minor Tribs to Lake Ontario,No Conclusion,08/08/2014:No Conclusion,-77.566_43.228
43.233_-75.882,43.233,-75.882,Black Creek,No Conclusion,09/14/2014:No Conclusion,-75.882_43.233
43.234_-75.88,43.234,-75.88,Cold Spring Brook,No Conclusion,08/08/2015:No Conclusion,-75.88_43.234
43.236_-76.975,43.236,-76.975,Second Creek,No Conclusion,09/09/2013:No Conclusion,-76.975_43.236
43.236_-76.976,43.236,-76.976,Second Creek,No Conclusion,8/13/2017:No Conclusion,-76.976_43.236
43.238_-77.572,43.238,-77.572,Minor Tribs to Lake Ontario,No Conclusion,08/08/2014:No Conclusion,-77.572_43.238
43.241_-77.34,43.241,-77.34,Mill Creek,Possibly Impaired,07/18/2014:Possibly Impaired,-77.34_43.241
43.249_-76.183,43.249,-76.183,Oneida River,No Conclusion,8/26/2016:No Conclusion,-76.183_43.249
43.251_-76.865,43.251,-76.865,Mudge Creek,No Conclusion,8/13/2017:No Conclusion,-76.865_43.251
43.255_-77.472,43.255,-77.472,Ont 101 thru 106 0302-0028,No Conclusion,7/15/2017:No Conclusion,-77.472_43.255
43.258_-75.912,43.258,-75.912,Crandall Creek,Possibly Impaired,8/10/2016:Possibly Impaired,-75.912_43.258
43.258_-77.308,43.258,-77.308,Dennison Creek,No Conclusion,8/25/2017:No Conclusion,-77.308_43.258
43.259_-77.025,43.259,-77.025,Salmon Creek and tribs,Possibly Impaired,09/27/2014:Possibly Impaired,-77.025_43.259
43.26_-77.451,43.26,-77.451,Mill Creek,No Conclusion,09/17/2013:No Conclusion,-77.451_43.26
43.264_-75.093,43.264,-75.093,Mill Creek,No Known Impact,9/12/2018:No Known Impact,-75.093_43.264
43.267_-77.25,43.267,-77.25,"Minor Tribs to Lake Ontario, Central",No Conclusion,07/01/2014:No Conclusion,-77.25_43.267
43.268_-79.004,43.268,-79.004,4 Mile Creek,No Conclusion,9/2/2018:No Conclusion,-79.004_43.268
43.273_-77.314,43.273,-77.314,Mill Creek,Possibly Impaired,09/30/2013:Possibly Impaired,-77.314_43.273
43.276_-77.275,43.276,-77.275,Bear Creek,Possibly Impaired,09/29/2013:Possibly Impaired,-77.275_43.276
43.277_-77.85,43.277,-77.85,Otis Creek,Possibly Impaired,09/06/2015:Possibly Impaired,-77.85_43.277
43.281_-74.951,43.281,-74.951,Black Creek,No Known Impact,7/21/2017:No Known Impact,-74.951_43.281
43.284_-75.56,43.284,-75.56,Sash Factory Creek,No Conclusion,09/08/2015:No Conclusion,-75.56_43.284
43.284_-77.885,43.284,-77.885,Moorman Creek,Possibly Impaired,"08/15/2013:Possibly Impaired
08/13/2013:Possibly Impaired",-77.885_43.284
43.285_-78.713,43.285,-78.713,Eighteenmile Creek,No Conclusion,09/24/2015:No Conclusion,-78.713_43.285
43.294_-76.452,43.294,-76.452,Pine Hill Creek,dry,7/9/2016:dry,-76.452_43.294
43.297_-76.421,43.297,-76.421,Ley Creek,dry,7/9/2016:dry,-76.421_43.297
43.301_-76.599,43.301,-76.599,Sterling Valley Creek,No Conclusion,7/11/2019:No Conclusion,-76.599_43.301
43.302_-75.618,43.302,-75.618,Furnace Creek,No Known Impact,09/21/2015:No Known Impact,-75.618_43.302
43.302_-75.778,43.302,-75.778,Little River,No Known Impact,08/19/2014:No Known Impact,-75.778_43.302
43.312_-73.734,43.312,-73.734,Glen Lake site #8,No Known Impact,7/15/2019:No Known Impact,-73.734_43.312
43.318_-74.259,43.318,-74.259,Doig Creek,No Conclusion,08/08/2015:No Conclusion,-74.259_43.318
43.321_-75.182,43.321,-75.182,Handsome Brook/west br&minor trib's,No Known Impact,7/31/2017:No Known Impact,-75.182_43.321
43.325_-73.359,43.325,-73.359,Wells Creek,No Known Impact,9/14/2018:No Known Impact,-73.359_43.325
43.326_-76.437,43.326,-76.437,Tannery Creek,dry,7/9/2016:dry,-76.437_43.326
43.331_-75.594,43.331,-75.594,Florence Creek,No Known Impact,09/16/2015:No Known Impact,-75.594_43.331
43.333_-75.737,43.333,-75.737,West Branch Fish Creek,No Known Impact,09/21/2015:No Known Impact,-75.737_43.333
43.334_-77.934,43.334,-77.934,Sandy Creek,Possibly Impaired,09/06/2013:Possibly Impaired,-77.934_43.334
43.344_-73.716,43.344,-73.716,Glen Lake site #5,No Conclusion,7/7/2019:No Conclusion,-73.716_43.344
43.35_-73.693,43.35,-73.693,Glen Lake site #7,No Conclusion,7/13/2019:No Conclusion,-73.693_43.35
43.353_-76.552,43.353,-76.552,Eight mile creek,No Conclusion,7/11/2019:No Conclusion,-76.552_43.353
43.355_-73.597,43.355,-73.597,Shelving Rock Brook,No Known Impact,8/1/2018:No Known Impact,-73.597_43.355
43.355_-75.588,43.355,-75.588,Fall Brook,No Conclusion,09/16/2015:No Conclusion,-75.588_43.355
43.356_-73.707,43.356,-73.707,Glen Lake site #4,No Conclusion,7/6/2019:No Conclusion,-73.707_43.356
43.358_-73.684,43.358,-73.684,Glen Lake site #3,Possibly Impaired,7/5/2019:Possibly Impaired,-73.684_43.358
43.363_-73.714,43.363,-73.714,Glen Lake 12,No Known Impact,8/4/2019:No Known Impact,-73.714_43.363
43.364_-73.686,43.364,-73.686,Glen Lake 13,No Conclusion,8/7/2019:No Conclusion,-73.686_43.364
43.365_-73.687,43.365,-73.687,Glen Lake site #1,No Conclusion,6/30/2019:No Conclusion,-73.687_43.365
43.365_-75.686,43.365,-75.686,florence creek,No Conclusion,8/21/2016:No Conclusion,-75.686_43.365
43.367_-73.691,43.367,-73.691,Glen Lake site #6,No Known Impact,7/7/2019:No Known Impact,-73.691_43.367
43.372_-73.677,43.372,-73.677,Glen Lake site #9,No Conclusion,7/20/2019:No Conclusion,-73.677_43.372
43.378_-73.652,43.378,-73.652,Glen Lake site #2,No Conclusion,7/2/2019:No Conclusion,-73.652_43.378
43.378_-75.554,43.378,-75.554,Point Rock Creek,No Known Impact,09/23/2014:No Known Impact,-75.554_43.378
43.383_73.695,43.383,73.695,Smith Brook,No Known Impact,8/2/2018:No Known Impact,73.695_43.383
43.386_-73.704,43.386,-73.704,Glen Lake 11,No Conclusion,8/4/2019:No Conclusion,-73.704_43.386
43.387_-73.702,43.387,-73.702,Glen Lake site #10,No Known Impact,7/31/2019:No Known Impact,-73.702_43.387
43.389_-76.151,43.389,-76.151,South Branch Little Salmon R and tribs,No Conclusion,9/5/2016:No Conclusion,-76.151_43.389
43.393_-75.058,43.393,-75.058,Little Black Creek,No Known Impact,7/20/2016:No Known Impact,-75.058_43.393
43.393_-76.594,43.393,-76.594,Eight Mile Creek,No Conclusion,8/17/2017:No Conclusion,-76.594_43.393
43.399_-73.729,43.399,-73.729,Gage Brook,No Known Impact,8/12/2019:No Known Impact,-73.729_43.399
43.401_-73.697,43.401,-73.697,East Brook,No Known Impact,7/11/2017:No Known Impact,-73.697_43.401
43.402_-73.735,43.402,-73.735,West Brook,No Known Impact,8/12/2019:No Known Impact,-73.735_43.402
43.409_-73.701,43.409,-73.701,East Brook,No Conclusion,8/14/2019:No Conclusion,-73.701_43.409
43.41_-73.699,43.41,-73.699,East Brook,No Conclusion,07/13/2022:No Conclusion,-73.699_43.41
43.415_-74.271,43.415,-74.271,Sacandaga River,No Known Impact,08/20/2015:No Known Impact,-74.271_43.415
43.416_-73.717,43.416,-73.717,West Brook,No Conclusion,"9/2/2016:No Conclusion
8/8/2017:No Conclusion
8/8/2019:No Conclusion
09/04/2015:No Conclusion
8/10/2018:No Conclusion
08/30/2022:No Conclusion",-73.717_43.416
43.418_-73.713,43.418,-73.713,West Brook,No Conclusion,8/16/2017:No Conclusion,-73.713_43.418
43.419_-73.71,43.419,-73.71,West Brook,No Known Impact,"8/12/2018:No Known Impact
9/3/2019:No Conclusion",-73.71_43.419
43.432_-73.708,43.432,-73.708,English Brook,No Conclusion,09/09/2022:No Conclusion,-73.708_43.432
43.432_-73.709,43.432,-73.709,English Brook,No Conclusion,09/08/2022:No Conclusion,-73.709_43.432
43.436_-73.718,43.436,-73.718,English Brook,No Conclusion,9/19/2016:No Conclusion,-73.718_43.436
43.436_-73.719,43.436,-73.719,English Brook,No Conclusion,8/7/2017:No Conclusion,-73.719_43.436
43.437_-73.725,43.437,-73.725,Big Hollow Brook,No Known Impact,7/15/2019:No Known Impact,-73.725_43.437
43.437_-73.739,43.437,-73.739,Big Hollow Brook,No Conclusion,8/29/2016:No Conclusion,-73.739_43.437
43.438_-73.727,43.438,-73.727,Big Hollow Branch,No Known Impact,7/30/2018:No Known Impact,-73.727_43.438
43.438_-73.728,43.438,-73.728,Big Hollow Branch,No Known Impact,09/06/2015:No Known Impact,-73.728_43.438
43.439_-73.727,43.439,-73.727,Big Hollow Brook,No Conclusion,8/7/2017:No Conclusion,-73.727_43.439
43.461_-75.066,43.461,-75.066,Little Woodhull Creek,No Known Impact,7/23/2016:No Known Impact,-75.066_43.461
43.462_-75.598,43.462,-75.598,East Branch Fish Creek,No Conclusion,07/16/2014:No Conclusion,-75.598_43.462
43.467_-76.18,43.467,-76.18,Sage Creek and tribs,No Conclusion,9/5/2016:No Conclusion,-76.18_43.467
43.475_-76.104,43.475,-76.104,S. Branch Grindstone Creek,No Known Impact,07/13/2022:No Known Impact,-76.104_43.475
43.477_-75.385,43.477,-75.385,Moose Creek,No Known Impact,"9/27/2017:No Known Impact
8/5/2015:No Known Impact
9/21/2016:No Known Impact",-75.385_43.477
43.481_-73.69,43.481,-73.69,Smith Brook,No Known Impact,8/22/2019:No Known Impact,-73.69_43.481
43.481_-75.264,43.481,-75.264,East Kent Creek,No Known Impact,9/12/2017:No Known Impact,-75.264_43.481
43.483_-73.695,43.483,-73.695,Smith Brook,No Conclusion,8/7/2017:No Conclusion,-73.695_43.483
43.49_-73.682,43.49,-73.682,Edmunds Brook,No Known Impact,"7/12/2017:No Conclusion
7/23/2019:No Known Impact
7/31/2018:No Conclusion",-73.682_43.49
43.49_-73.683,43.49,-73.683,Edmunds Brook,No Known Impact,8/5/2016:No Known Impact,-73.683_43.49
43.506_-76.233,43.506,-76.233,Sage Creek,No Conclusion,8/2/2019:No Conclusion,-76.233_43.506
43.509_-73.622,43.509,-73.622,Butternut Brook,No Known Impact,8/10/2016:No Known Impact,-73.622_43.509
43.509_-73.624,43.509,-73.624,Butternut Brook,No Conclusion,8/14/2019:No Conclusion,-73.624_43.509
43.51_-73.623,43.51,-73.623,Butternut Brook,No Known Impact,8/8/2018:No Known Impact,-73.623_43.51
43.51_-75.999,43.51,-75.999,Salmon River,No Known Impact,7/10/2017:No Known Impact,-75.999_43.51
43.511_-73.626,43.511,-73.626,Butternut Creek,No Conclusion,07/13/2022:No Conclusion,-73.626_43.511
43.511_-75.305,43.511,-75.305,Black River,No Known Impact,8/17/2015:No Known Impact,-75.305_43.511
43.512_-73.625,43.512,-73.625,Butternut Brook,No Conclusion,08/16/2015:No Conclusion,-73.625_43.512
43.514_-76.235,43.514,-76.235,Sage Creek,No Conclusion,7/9/2016:No Conclusion,-76.235_43.514
43.518_-73.674,43.518,-73.674,Cotton Brook,No Conclusion,"9/27/2019:No Conclusion
08/07/2022:No Conclusion",-73.674_43.518
43.518_-73.675,43.518,-73.675,Cotton Brook,No Known Impact,8/16/2018:No Known Impact,-73.675_43.518
43.522_-75.545,43.522,-75.545,East Branch Fish Creek,No Known Impact,07/16/2014:No Known Impact,-75.545_43.522
43.524_-73.673,43.524,-73.673,"Tribs to L.George, Town of Bolton",No Known Impact,"8/2/2018:No Conclusion
08/27/2015:No Known Impact",-73.673_43.524
43.529_-73.673,43.529,-73.673,Middle Brook,No Conclusion,09/14/2022:No Conclusion,-73.673_43.529
43.529_-75.128,43.529,-75.128,Bear Creek,No Known Impact,8/10/2017:No Known Impact,-75.128_43.529
43.537_-73.666,43.537,-73.666,Huddle Brook,No Conclusion,8/16/2018:No Conclusion,-73.666_43.537
43.537_-73.668,43.537,-73.668,Huddle Brook,No Known Impact,7/18/2017:No Known Impact,-73.668_43.537
